1.000000000000000000e+00,7.319999999999999840e-01,6.380000000000000115e-01,7.129999999999999671e-01,7.319999999999999840e-01,5.450000000000000400e-01,7.429999999999999938e-01,7.710000000000000187e-01,7.429999999999999938e-01,7.149999999999999689e-01,7.710000000000000187e-01,6.800000000000000000e+02,2.710000000000000000e+02,9.600000000000000000e+01,3.240000000000000000e+02,8.468634686346863560e+00,2.707116499736426096e+00,3.534536843128418268e-07
2.000000000000000000e+00,7.319999999999999840e-01,6.340000000000000080e-01,7.109999999999999654e-01,7.319999999999999840e-01,5.440000000000000391e-01,7.389999999999999902e-01,7.600000000000000089e-01,7.389999999999999902e-01,7.189999999999999725e-01,7.600000000000000089e-01,6.840000000000000000e+02,2.670000000000000000e+02,1.010000000000000000e+02,3.190000000000000000e+02,8.091222605406608537e+00,2.705270197966826551e+00,3.696880945206807793e-07
3.000000000000000000e+00,7.419999999999999929e-01,6.270000000000000018e-01,7.149999999999999689e-01,7.419999999999999929e-01,5.620000000000000551e-01,7.329999999999999849e-01,7.099999999999999645e-01,7.329999999999999849e-01,7.560000000000000053e-01,7.099999999999999645e-01,7.190000000000000000e+02,2.320000000000000000e+02,1.220000000000000000e+02,2.980000000000000000e+02,7.570025438100621784e+00,2.908435960591132741e+00,4.248162617436450628e-07
4.000000000000000000e+00,7.660000000000000142e-01,6.680000000000000382e-01,7.439999999999999947e-01,7.660000000000000142e-01,5.899999999999999689e-01,7.670000000000000151e-01,7.690000000000000169e-01,7.670000000000000151e-01,7.640000000000000124e-01,7.690000000000000169e-01,7.270000000000000000e+02,2.240000000000000000e+02,9.700000000000000000e+01,3.230000000000000000e+02,1.080729933726067671e+01,3.265019132653061540e+00,3.340469540531156017e-07
5.000000000000000000e+00,7.489999999999999991e-01,6.420000000000000151e-01,7.249999999999999778e-01,7.489999999999999991e-01,5.699999999999999512e-01,7.449999999999999956e-01,7.359999999999999876e-01,7.449999999999999956e-01,7.550000000000000044e-01,7.359999999999999876e-01,7.180000000000000000e+02,2.330000000000000000e+02,1.110000000000000000e+02,3.090000000000000000e+02,8.578355179213549064e+00,3.002851011649294577e+00,3.870514753356154363e-07
6.000000000000000000e+00,7.459999999999999964e-01,6.360000000000000098e-01,7.209999999999999742e-01,7.459999999999999964e-01,5.669999999999999485e-01,7.399999999999999911e-01,7.239999999999999769e-01,7.399999999999999911e-01,7.560000000000000053e-01,7.239999999999999769e-01,7.190000000000000000e+02,2.320000000000000000e+02,1.160000000000000000e+02,3.040000000000000000e+02,8.121878715814506933e+00,2.966995073891625090e+00,4.039236587070724138e-07
7.000000000000000000e+00,7.399999999999999911e-01,6.490000000000000213e-01,7.209999999999999742e-01,7.399999999999999911e-01,5.540000000000000480e-01,7.520000000000000018e-01,7.830000000000000293e-01,7.520000000000000018e-01,7.209999999999999742e-01,7.830000000000000293e-01,6.860000000000000000e+02,2.650000000000000000e+02,9.100000000000000000e+01,3.290000000000000000e+02,9.359071117561683195e+00,2.811132075471697522e+00,3.321142186783080359e-07
8.000000000000000000e+00,6.959999999999999520e-01,6.079999999999999849e-01,6.800000000000000488e-01,6.959999999999999520e-01,5.020000000000000018e-01,7.169999999999999707e-01,7.710000000000000187e-01,7.169999999999999707e-01,6.620000000000000329e-01,7.710000000000000187e-01,6.300000000000000000e+02,3.210000000000000000e+02,9.600000000000000000e+01,3.240000000000000000e+02,6.623831775700934621e+00,2.285447263017356345e+00,3.815055640202101880e-07
9.000000000000000000e+00,7.369999999999999885e-01,6.270000000000000018e-01,7.119999999999999662e-01,7.369999999999999885e-01,5.540000000000000480e-01,7.319999999999999840e-01,7.209999999999999742e-01,7.319999999999999840e-01,7.429999999999999938e-01,7.209999999999999742e-01,7.070000000000000000e+02,2.440000000000000000e+02,1.170000000000000000e+02,3.030000000000000000e+02,7.503888188314418173e+00,2.811797423887588021e+00,4.143207084501664538e-07
1.000000000000000000e+01,7.510000000000000009e-01,6.650000000000000355e-01,7.339999999999999858e-01,7.510000000000000009e-01,5.659999999999999476e-01,7.670000000000000151e-01,8.070000000000000506e-01,7.670000000000000151e-01,7.269999999999999796e-01,8.070000000000000506e-01,6.910000000000000000e+02,2.600000000000000000e+02,8.100000000000000000e+01,3.390000000000000000e+02,1.112293447293447279e+01,2.952280219780220261e+00,2.934790902669941943e-07
1.100000000000000000e+01,7.349999999999999867e-01,6.490000000000000213e-01,7.179999999999999716e-01,7.349999999999999867e-01,5.460000000000000409e-01,7.530000000000000027e-01,7.980000000000000426e-01,7.530000000000000027e-01,7.079999999999999627e-01,7.980000000000000426e-01,6.730000000000000000e+02,2.780000000000000000e+02,8.500000000000000000e+01,3.350000000000000000e+02,9.541049513330513321e+00,2.728545734840699399e+00,3.162088743388164502e-07
1.200000000000000000e+01,7.369999999999999885e-01,6.250000000000000000e-01,7.109999999999999654e-01,7.369999999999999885e-01,5.560000000000000497e-01,7.309999999999999831e-01,7.139999999999999680e-01,7.309999999999999831e-01,7.479999999999999982e-01,7.139999999999999680e-01,7.110000000000000000e+02,2.400000000000000000e+02,1.200000000000000000e+02,3.000000000000000000e+02,7.406250000000000000e+00,2.830357142857143238e+00,4.225536310350429950e-07
1.300000000000000000e+01,7.239999999999999769e-01,6.380000000000000115e-01,7.069999999999999618e-01,7.239999999999999769e-01,5.330000000000000293e-01,7.439999999999999947e-01,7.950000000000000400e-01,7.439999999999999947e-01,6.919999999999999485e-01,7.950000000000000400e-01,6.580000000000000000e+02,2.930000000000000000e+02,8.600000000000000000e+01,3.340000000000000000e+02,8.721803317723628268e+00,2.581131155533885835e+00,3.272221925439304641e-07
1.400000000000000000e+01,7.229999999999999760e-01,6.270000000000000018e-01,7.029999999999999583e-01,7.229999999999999760e-01,5.330000000000000293e-01,7.339999999999999858e-01,7.620000000000000107e-01,7.339999999999999858e-01,7.059999999999999609e-01,7.620000000000000107e-01,6.710000000000000000e+02,2.800000000000000000e+02,1.000000000000000000e+02,3.200000000000000000e+02,7.668571428571429038e+00,2.587755102040816713e+00,3.731192643640283693e-07
1.500000000000000000e+01,7.469999999999999973e-01,6.450000000000000178e-01,7.239999999999999769e-01,7.469999999999999973e-01,5.659999999999999476e-01,7.479999999999999982e-01,7.500000000000000000e-01,7.479999999999999982e-01,7.459999999999999964e-01,7.500000000000000000e-01,7.090000000000000000e+02,2.420000000000000000e+02,1.050000000000000000e+02,3.150000000000000000e+02,8.789256198347107585e+00,2.947314049586777340e+00,3.707774015623076768e-07
1.600000000000000000e+01,7.389999999999999902e-01,6.310000000000000053e-01,7.139999999999999680e-01,7.389999999999999902e-01,5.560000000000000497e-01,7.359999999999999876e-01,7.289999999999999813e-01,7.359999999999999876e-01,7.429999999999999938e-01,7.289999999999999813e-01,7.070000000000000000e+02,2.440000000000000000e+02,1.140000000000000000e+02,3.060000000000000000e+02,7.777610008628127680e+00,2.839637002341920624e+00,4.036971005411878893e-07
1.700000000000000000e+01,7.409999999999999920e-01,6.159999999999999920e-01,7.099999999999999645e-01,7.409999999999999920e-01,5.639999999999999458e-01,7.239999999999999769e-01,6.790000000000000480e-01,7.239999999999999769e-01,7.690000000000000169e-01,6.790000000000000480e-01,7.310000000000000000e+02,2.200000000000000000e+02,1.350000000000000000e+02,2.850000000000000000e+02,7.014646464646465240e+00,2.933279220779220875e+00,4.623667381999384772e-07
1.800000000000000000e+01,7.349999999999999867e-01,6.059999999999999831e-01,7.029999999999999583e-01,7.349999999999999867e-01,5.570000000000000506e-01,7.149999999999999689e-01,6.640000000000000346e-01,7.149999999999999689e-01,7.670000000000000151e-01,6.640000000000000346e-01,7.290000000000000000e+02,2.220000000000000000e+02,1.410000000000000000e+02,2.790000000000000000e+02,6.497699827487061874e+00,2.845656370656370449e+00,4.842412444546650116e-07
1.900000000000000000e+01,7.289999999999999813e-01,6.219999999999999973e-01,7.059999999999999609e-01,7.289999999999999813e-01,5.440000000000000391e-01,7.289999999999999813e-01,7.259999999999999787e-01,7.289999999999999813e-01,7.309999999999999831e-01,7.259999999999999787e-01,6.950000000000000000e+02,2.560000000000000000e+02,1.150000000000000000e+02,3.050000000000000000e+02,7.200237771739129933e+00,2.697684151785714413e+00,4.142697558942481795e-07
2.000000000000000000e+01,7.580000000000000071e-01,6.380000000000000115e-01,7.279999999999999805e-01,7.580000000000000071e-01,5.889999999999999680e-01,7.399999999999999911e-01,6.949999999999999512e-01,7.399999999999999911e-01,7.850000000000000311e-01,6.949999999999999512e-01,7.470000000000000000e+02,2.040000000000000000e+02,1.280000000000000000e+02,2.920000000000000000e+02,8.353400735294117752e+00,3.241036414565826362e+00,4.290022406652967504e-07
2.100000000000000000e+01,7.399999999999999911e-01,6.380000000000000115e-01,7.169999999999999707e-01,7.399999999999999911e-01,5.560000000000000497e-01,7.419999999999999929e-01,7.479999999999999982e-01,7.419999999999999929e-01,7.359999999999999876e-01,7.479999999999999982e-01,7.000000000000000000e+02,2.510000000000000000e+02,1.060000000000000000e+02,3.140000000000000000e+02,8.261294444862061326e+00,2.832612407512805852e+00,3.791211542450839276e-07
2.200000000000000000e+01,7.289999999999999813e-01,6.380000000000000115e-01,7.109999999999999654e-01,7.289999999999999813e-01,5.390000000000000346e-01,7.429999999999999938e-01,7.810000000000000275e-01,7.429999999999999938e-01,7.059999999999999609e-01,7.810000000000000275e-01,6.710000000000000000e+02,2.800000000000000000e+02,9.200000000000000000e+01,3.280000000000000000e+02,8.543788819875777207e+00,2.652448979591837119e+00,3.432697232149060002e-07
