1 {'weights': 'distance', 'n_neighbors': 5}
2 {'weights': 'distance', 'n_neighbors': 7}
3 {'weights': 'distance', 'n_neighbors': 3}
4 {'weights': 'distance', 'n_neighbors': 5}
5 {'weights': 'distance', 'n_neighbors': 5}
6 {'weights': 'distance', 'n_neighbors': 3}
7 {'weights': 'distance', 'n_neighbors': 7}
8 {'weights': 'distance', 'n_neighbors': 3}
9 {'weights': 'distance', 'n_neighbors': 5}
10 {'weights': 'distance', 'n_neighbors': 3}
11 {'weights': 'distance', 'n_neighbors': 3}
12 {'weights': 'distance', 'n_neighbors': 3}
13 {'weights': 'distance', 'n_neighbors': 3}
14 {'weights': 'uniform', 'n_neighbors': 3}
15 {'weights': 'distance', 'n_neighbors': 5}
16 {'weights': 'distance', 'n_neighbors': 3}
17 {'weights': 'distance', 'n_neighbors': 3}
18 {'weights': 'distance', 'n_neighbors': 3}
19 {'weights': 'distance', 'n_neighbors': 3}
20 {'weights': 'distance', 'n_neighbors': 10}
21 {'weights': 'distance', 'n_neighbors': 5}
22 {'weights': 'distance', 'n_neighbors': 7}
23 {'weights': 'distance', 'n_neighbors': 3}
24 {'weights': 'distance', 'n_neighbors': 5}
25 {'weights': 'distance', 'n_neighbors': 3}
26 {'weights': 'distance', 'n_neighbors': 3}
27 {'weights': 'distance', 'n_neighbors': 7}
28 {'weights': 'distance', 'n_neighbors': 5}
29 {'weights': 'distance', 'n_neighbors': 5}
30 {'weights': 'distance', 'n_neighbors': 3}
