1.000000000000000000e+00,8.000000000000000444e-01,8.870000000000000107e-01,5.010000000000000009e-01,8.000000000000000444e-01,9.839999999999999858e-01,6.540000000000000258e-01,8.080000000000000515e-01,6.540000000000000258e-01,5.000000000000000000e-01,8.080000000000000515e-01,2.000000000000000000e+00,2.000000000000000000e+00,2.900000000000000000e+01,1.220000000000000000e+02,4.206896551724137900e+00,1.615894039735099375e+00,2.400662251655628909e-02
2.000000000000000000e+00,8.449999999999999734e-01,9.150000000000000355e-01,5.290000000000000258e-01,8.449999999999999734e-01,9.849999999999999867e-01,6.770000000000000462e-01,8.539999999999999813e-01,6.770000000000000462e-01,5.000000000000000000e-01,8.539999999999999813e-01,2.000000000000000000e+00,2.000000000000000000e+00,2.200000000000000000e+01,1.290000000000000000e+02,5.863636363636363313e+00,1.708609271523178874e+00,1.821192052980132037e-02
3.000000000000000000e+00,8.319999999999999618e-01,9.080000000000000293e-01,4.899999999999999911e-01,8.319999999999999618e-01,9.769999999999999796e-01,5.490000000000000435e-01,8.479999999999999760e-01,5.490000000000000435e-01,2.500000000000000000e-01,8.479999999999999760e-01,1.000000000000000000e+00,3.000000000000000000e+00,2.300000000000000000e+01,1.280000000000000000e+02,1.855072463768115965e+00,1.130242825607064017e+00,3.807947019867549687e-02
4.000000000000000000e+00,8.060000000000000497e-01,8.910000000000000142e-01,5.290000000000000258e-01,8.060000000000000497e-01,9.919999999999999929e-01,7.790000000000000258e-01,8.080000000000000515e-01,7.790000000000000258e-01,7.500000000000000000e-01,8.080000000000000515e-01,3.000000000000000000e+00,1.000000000000000000e+00,2.900000000000000000e+01,1.220000000000000000e+02,1.262068965517241459e+01,3.231788079470198749e+00,1.600441501103752606e-02
5.000000000000000000e+00,7.680000000000000160e-01,8.679999999999999938e-01,4.600000000000000200e-01,7.680000000000000160e-01,9.749999999999999778e-01,5.160000000000000142e-01,7.810000000000000275e-01,5.160000000000000142e-01,2.500000000000000000e-01,7.810000000000000275e-01,1.000000000000000000e+00,3.000000000000000000e+00,3.300000000000000000e+01,1.180000000000000000e+02,1.191919191919191823e+00,1.041942604856512133e+00,5.463576158940397498e-02
6.000000000000000000e+00,8.129999999999999449e-01,8.950000000000000178e-01,5.330000000000000293e-01,8.129999999999999449e-01,9.919999999999999929e-01,7.820000000000000284e-01,8.149999999999999467e-01,7.820000000000000284e-01,7.500000000000000000e-01,8.149999999999999467e-01,3.000000000000000000e+00,1.000000000000000000e+00,2.800000000000000000e+01,1.230000000000000000e+02,1.317857142857143060e+01,3.258278145695364447e+00,1.545253863134657402e-02
7.000000000000000000e+00,8.449999999999999734e-01,9.140000000000000346e-01,5.819999999999999618e-01,8.449999999999999734e-01,1.000000000000000000e+00,9.210000000000000409e-01,8.409999999999999698e-01,9.210000000000000409e-01,1.000000000000000000e+00,8.409999999999999698e-01,4.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+01,1.270000000000000000e+02,inf,inf,9.933774834437088253e-03
8.000000000000000000e+00,8.519999999999999796e-01,9.190000000000000391e-01,5.000000000000000000e-01,8.519999999999999796e-01,9.779999999999999805e-01,5.590000000000000524e-01,8.679999999999999938e-01,5.590000000000000524e-01,2.500000000000000000e-01,8.679999999999999938e-01,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+01,1.310000000000000000e+02,2.183333333333333126e+00,1.156732891832229493e+00,3.311258278145695622e-02
9.000000000000000000e+00,7.940000000000000391e-01,8.830000000000000071e-01,4.969999999999999973e-01,7.940000000000000391e-01,9.839999999999999858e-01,6.510000000000000231e-01,8.010000000000000453e-01,6.510000000000000231e-01,5.000000000000000000e-01,8.010000000000000453e-01,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+01,1.210000000000000000e+02,4.033333333333333215e+00,1.602649006622516525e+00,2.483443708609271716e-02
1.000000000000000000e+01,8.319999999999999618e-01,9.060000000000000275e-01,5.470000000000000417e-01,8.319999999999999618e-01,9.919999999999999929e-01,7.920000000000000373e-01,8.339999999999999636e-01,7.920000000000000373e-01,7.500000000000000000e-01,8.339999999999999636e-01,3.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000000e+01,1.260000000000000000e+02,1.512000000000000099e+01,3.337748344370861098e+00,1.379690949227372655e-02
